28;Ценности семейки Аддамс;1993;7.599;Барри Зонненфельд;;У Гомеса и Мортиши Аддамсов рождается сын. Они нанимают для ухода за новорождённым няню Дебби Джелински, которая, соблазнившись богатством дяди Фестера, влюбляет его в себя и начинает плести интриги против остальной семьи. Юная Уэнсди Аддамс обнаруживает коварные замыслы няни и начинает слежку за ней. Но вскоре, за излишнюю любознательность, Уэнсди и Пагсли ссылают в детский лагерь…;Анжелика Хьюстон,Рауль Хулиа,Кристофер Ллойд,Джоан Кьюсак,Кристина Риччи,Кэрол Кейн,Джимми Уоркмэн,Кейтлин Хупер,Кристен Хупер,Карел Стрёйкен
29;Герой;1992;7.653;Стивен Фрирз;42000000;Даже такой отрицательный герой, как мелкий воришка Берни Лапланте, может стать положительным, если окажется в нужном месте в нужный час. Например, на месте падения авиалайнера, пассажиров которого ему предстоит спасти. За этот героический поступок Берни присуждается премия в миллион долларов. Но между ним и заветным чеком вклинивается самозванец, готовый ради такой суммы выдать себя за кого угодно, хоть за самого Берни Лапланте.;Дастин Хоффман,Джина Дэвис,Энди Гарсиа,Джоан Кьюсак,Кевин Дж. О’Коннор,Мори Чайкин,Стивен Тоболовски,Кристиан Клименсон,Том Арнольд,Уоррен Берлинджер
30;Клиент;1994;7.386;Джоэл Шумахер;45000000;11-летний Марк невольно становится свидетелем самоубийства адвоката, работающего на мафию. Преступники готовы избавиться от него любым способом. А представители закона озабочены только его показаниями и не гарантируют Марку и его семье полноценной защиты. Он самостоятельно решил обратиться за помощью к адвокату Рэджи Лав, чтобы сохранить свою жизнь и добиться справедливости.;Сьюзен Сарандон,Томми Ли Джонс,Брэд Ренфро,Мэри-Луиз Паркер,Энтони ЛаПалья,Дж.Т. Уолш,Уилл Пэттон,Энтони Эдвардс,Уильям Х. Мэйси,Брэдли Уитфорд
31;Двадцать баксов;1993;6.888;Кева Розенфельд;;Приключения в Нью-Йорке купюры в 20 долларов начинаются, когда ее случайно роняют на улице. И 20 баксов начинают путешествовать по городу, перелетая от одного владельца к другому, переходя из одного кошелька в другой, становясь то сдачей, то последней бумажкой в кармане рубашки на остывшем трупе. Каждый раз, когда она попадает к новому владельцу, разыгрывается маленькая история, и 20-долларовая банкнота почти «магически» связывает в своей бесконечной одиссее маленькие истории нищих, детей, грабителей, подростков, жениха и невесты.;Линда Хант,Брендан Фрейзер,Элизабет Шу,Стив Бушеми,Кристофер Ллойд,Сполдинг Грей,Дэвид Раш,Джордж Морфоген,Сэм Сорбо,Бабба Бэйкер
32;Выбор игры;1993;7.52;Стивен Зеллиан;;Джош Вайцкен, как и все американские мальчишки, учится в школе и обожает бейсбол. Но все меняется в тот день, когда он впервые в жизни оказывается за шахматной доской. Ребенок сразу выигрывает партию у своего отца. Вскоре становится очевидно, что у Джоша просто уникальные способности.  Родители юного гения, окрыленные успехами сына, нанимают ему известного шахматного преподавателя Брюса Пандолфини в надежде, что он сделает из их мальчика второго Бобби Фишера.;Макс Померанц,Джо Мантенья,Джоан Аллен,Бен Кингсли,Лоренс Фишбёрн,Майкл Ниренберг,Роберт Стивенс,Дэвид Пэймер,Хэл Скардино,Васек Симек
33;Бенни и Джун;1993;7.923;Джеримайя С. Чечик;;Бенни и Джун — брат с сестрой. Бенни — приятный молодой человек, он работает механиком. Джун же больна шизофренией, и за ней требуется постоянный присмотр, потому что она всегда хочет что-нибудь поджечь. Джун знакомится с Сэмом. Сэм обаятелен, но немножко странноват, и Джун к нему тянется. Они влюбляются друг в друга. Когда об этом узнаёт Бенни, это ему сильно не нравится.;Джонни Депп,Мэри Стюарт Мастерсон,Айдан Куинн,Джулианна Мур,Оливер Платт,Си Си Эйч Паундер,Дэн Хедайя,Джо Грифази,Уильям Х. Мэйси,Лиан Александра Кёртис
34;Тени и туман;1991;6.918;Вуди Аллен;14000000;Город поглощен страхом — серийный убийца до сих пор не пойман. Мелкий служащий присоединяется к поискам преступника, и, в конце концов, сам оказывается в роли преследуемого.;Вуди Аллен,Миа Фэрроу,Джон Малкович,Кэти Бейтс,Джон Кьюсак,Джули Кавнер,Мадонна,Джоди Фостер,Лили Томлин,Дональд Плезенс
35;Отдел по расследованию убийств;1991;6.753;Дэвид Мэмет;;Детективу из отдела по расследованию убийств поручают против его воли заниматься делом об убийстве еврейской женщины, владелицы магазина. Занявшись этим, он оказывается втянутым в хитрый заговор, и впервые начинает задумываться над своим еврейским происхождением.;Джо Мантенья,Уильям Х. Мэйси,Винсент Гуастаферро,Дж.Дж. Джонстон,Джек Уоллес,Лайонел Марк Смит,Роберта Кастер,Чарльз Странски,Бернард Грэй,Пол Батлер
36;Всё меняется;1988;7.217;Дэвид Мэмет;;Старенький чистильщик обуви очень похож на мафиози, совершившего убийство и скрывающегося от полиции. Подручные мафиози разыскивают старика и предлагают ему сделку: он возьмет на себя убийство и отсидит срок в тюрьме, а они за это купят ему замечательный рыболовецкий катер. Вместе с гангстером Джерри Джино отправляется на озеро Тахо, чтобы провести там последние дни перед тюрьмой. Этот уикэнд резко меняет жизнь обоих…;Дон Амичи,Джо Мантенья,Роберт Проски,Дж.Дж. Джонстон,Рики Джей,Майк Нуссбаум,Джек Уоллес,Дэн Конуэй,Уилло Хаусман,Гэйл Сильвер
37;Игорный дом;1987;6.739;Дэвид Мэмет;;Маргарет Форд — преуспевающая женщина-психиатр. Она написала книгу, которая хорошо продается, у нее есть деньги, интересная работа, но все чаще стало появляться чувство неудовлетворенности. Случай сводит ее с мошенником Майклом, обаятельным и интересным человеком, склонным к философствованию, и вскоре скука ее рассеивается, так как по ее просьбе он начинает посвящать ее в секреты профессии. На этом материале она намеревается написать книгу и постепенно влюбляется в него.;Линдси Краус,Джо Мантенья,Майк Нуссбаум,Лилия Скала,Дж.Т. Уолш,Уилло Хаусман,Карен Колхаас,Стивен Голдстин,Джек Уоллес,Рики Джей
38;Эпоха радио;1987;7.542;Вуди Аллен;16000000;Эта лирическая комедия посвящена воспоминаниям Вуди Аллена о 30-х — 40-х годах, когда над умами властвовало не телевидение, а радио. Режиссер рассказывает о тех временах, как сказку о прошлом, в котором живет он сам в виде юного Джо в большой, шумной и вечно ссорящейся еврейской семье…;Миа Фэрроу,Джули Кавнер,Майкл Такер,Сет Грин,Джош Мостел,Дайэнн Уист,Джули Кернитц,Рени Липпин,Джой Ньюман,Уоллес Шоун
39;Последний дракон;1985;5.792;Майкл Шульц;10000000;Молодой афро-американец Брюс Лерой мечтает стать вторым Брюсом Ли. Он отправляется в большой город в надежде найти учителя, который сделает из него копию кумира — короля боевых искусств. Но неожиданно парнишка влюбляется. Да ни в кого-нибудь, а в популярнейшую поп-певицу Лауру Чарлз! Естественно, звезду окружает разная публика. И только Брюс сможет защитить возлюбленную и от назойливых поклонников, и от местной мафии.;Таймак,Вэнити,Кристофер Мёрни,Джулиус Кэрри,Фэйт Принс,Лео О’Брайэн,Майк Старр,Джим Муди,Глен Итон,Эрни Рейес мл.
40;Без следа;1983;6.391;Стэнли Р. Джаффе;;Фильм о женщине, работающей учительницей английского языка в Колумбийском Университете, у которой в один «прекрасный день» шестилетний сын исчезает с бруклинских улиц на коротком пути в школу. Ее муж бросил семью три месяца назад и переехал к какой-то девушке в Гринич-Виллидж. Но она держится с восхитительным самообладанием, даже когда копы и средства массовой информации врываются и практически заполняют весь ее дом, чтобы работать над делом. Следствие ведет группа во главе с Джаддом Хиршем, почти идеально отобранным для роли усталого, постоянно перерабатывающего детектива.;Кейт Неллиган,Джадд Хёрш,Дэвид Дьюкс,Стокард Ченнинг,Жаклин Брукс,Кит МакДермотт,Кэтлин Уиддоуз,Дэнни Коркилл,Шерил Джаннини,Дэвид Саймон
41;Где-то во времени;1980;7.233;Жанно Шварц;5100000;Молодой Чикагский драматург Ричард неожиданно получает от неизвестной пожилой дамы старинные часы и призыв «Вернись ко мне», но не придаёт этому никакого значения. Через несколько лет он случайно находит фотографию актрисы Элис МакКена сделанную в 1912 году и понимает, что это именно та женщина от которой восемь лет назад он получил часы. Используя теорию о путешествиях во времени посредством самогипноза, Ричард встречается с ней лицом к лицу…;Кристофер Рив,Джейн Сеймур,Кристофер Пламмер,Тереза Райт,Билл Эрвин,Джордж Восковек,Сьюзэн Френч,Джон Элвин,Эддра Гэйл,Одри Беннетт
42;Пять дней лета;1982;6.581;Фред Циннеман;15000000;В фильме рассказывается история о шотландском докторе и его юной любовнице, которые проводят отпуск в Швейцарских Альпах.;Шон Коннери,Бетси Брэнтли,Ламбер Вильсон,Дженнифер Хилари,Изабель Дин,Жерар Бур,Анна Мэсси,Шила Рид,Жорж Клесе,Кэти Мароти
43;День Шакала;1973;7.734;Фред Циннеман;;Фильм, действие которого происходит во Франции в начале 60-х годов, основан на реальных событиях. Картина воспроизводит историю покушения на жизнь президента Франции Шарля де Голля, предпринятую ультраправой террористической организации ОАС. Исполнителем воли преступников стал опытный наемный убийца по кличке Шакал, согласившийся выполнить эту работу на полмиллиона долларов.;Эдвард Фокс,Теренс Александр,Мишель Оклер,Алан Бэдел,Тони Бриттон,Денис Кэри,Адриен Кайла-Легран,Сирил Кьюсак,Морис Денэм,Вернон Добчефф
44;Се конь блед;1964;7.249;Фред Циннеман;3900000;Действие происходит в 50-е в приграничьи Испании и Франции. Юный сирота Пако ищет, кто отомстит за смерть его отца. Казалось бы, герой гражданской войны Мануэль Артигес — самый подходящий кандидат для такого дела…;Грегори Пек,Энтони Куинн,Омар Шариф,Раймон Пеллегрен,Паоло Стоппа,Милдред Даннок,Даниэла Рокка,Кристиан Маркан,Мариэтто,Перретт Прадье
45;Бродяги;1960;6.35;Фред Циннеман;;Через шесть тысяч миль азарта, через целый мир приключений проходит потрясающая история настоящих людей, называемых Бродягами.;Дебора Керр,Роберт Митчем,Питер Устинов,Глинис Джонс,Дина Мэрилл,Чипс Рафферти,Майкл Андерсон мл.,Лола Брукс,Вайли Уотсон,Джон Майллон
46;История монахини;1959;8.093;Фред Циннеман;3500000;Габриэль ван дер Маль, дочь известного бельгийского врача, мечтает уехать в Конго, чтобы лечить местных жителей. Приняв постриг в монастыре и получив новое имя — сестра Люк — она прибывает в Конго для работы в госпитале.;Одри Хепберн,Питер Финч,Эдит Эванс,Пегги Эшкрофт,Дин Джэггер,Милдред Даннок,Беатрис Стрэйт,Патрисия Коллиндж,Розали Кратчли,Рут Уайт
47;Старик и море;1958;7.284;Джон Стёрджес;5000000;Спенсер Трэйси сыграл Сантьяго, кубинского рыбака, человека упорного физического труда, добывающего себе пропитание в каждодневной борьбе со стихиями. Все считают его дураком, только Маноло, соседский мальчишка, который каждое утро приносит кофе, уважает его. Они оба — упрямые романтики. Большую часть времени Трэйси на экране один борется с гигантской рыбой, которая, если ее довезти до берега, станет самой большой добычей в его жизни. Эта борьба и ее исход составляют сюжет, преисполненный иронии, печали и гордости.;Спенсер Трэйси,Фелипе Пазос,Гарри Беллэвер,Дон Даймонд,Дон Блэкман,Джои Рэй,Мэри Хемингуэй,Ричард Аламеда,Тони Роза,Карлос Риверо
48;Шляпа, полная дождя;1957;;Фред Циннеман;;Зависимость от морфия ветерана войны в Корее становится причиной несчастья в его семье.;Дон Мюррэй,Ева Мари Сэйнт,Энтони Франчоза,Ллойд Нолан,Генри Сильва,Джералд С. О’Лофлин,Уильям Хикки,Пол Крюгер,Ральф Монтгомери,Майкл Вейл
49;Оклахома!;1955;6.039;Фред Циннеман;5000000;Керли — веселый и добродушный парень, работающий на ранчо. Лори Уильямс — дочь фермера, в которую Керли влюблен. Между ними пытается встать злобный Джад…;Гордон МакРэй,Глория Грэм,Джин Нельсон,Шарлотта Гринвуд,Ширли Джонс,Эдди Альберт,Джеймс Уитмор,Род Стайгер,Барбара Лоуренс,Джей С. Флиппен
50;На свадьбе;1952;;Фред Циннеман;;12-летняя Фрэнки Аддамс взволнована известием о приезде своего старшего брата Джарвиса и его предстоящей свадьбе. Она уверена, что молодожёны заберут её с собой из этого городка, где жизнь для Фрэнки стала невыносимой. Девочку угнетает медленное взросление при том, что она считает себя уже достаточно самостоятельной. Когда свадьба брата приносит разочарование, Фрэнки берёт дело в свои руки…;Этель Уотерс,Джули Харрис,Брендон Де Уайлд,Артур Франц,Нэнси Гейтс,Уильям Хансен,Джеймс Эдвардс,Гарри Болден,Дики Мур,Хью Бомонт
51;Бенджи;1951;;Фред Циннеман;;;Ли Аакер,Невилл Брэнд,Хелен Браун,Генри Фонда,Луис Леттьери,Джозеф Мелл,Фрэнсис Моррис,Мэрили Фелпс,Адам Уильямс
52;Тереза;1951;;Фред Циннеман;;Герой фильма во время второй мировой войны оказывается в Италии, где встречает молодую девушку и влюбляется. После лечения в госпитале он возвращается в деревню, женится на Энджели, затем возвращается в Штаты и ждет ее приезда…;Пьер Анджели,Джон Эриксон,Патрисия Коллиндж,Ричард Бишоп,Пегги Энн Гарнер,Ральф Микер,Билл Молдин,Аве Нинки,Эд Биннс,Род Стайгер
53;Мужчины;1950;7.549;Фред Циннеман;;Ветеран 2-ой Мировой войны Кен парализованный пулей снайпера, лежит в больнице. Кен обозлен, его все раздражает. Его девушка Эллен, приходит к нему в больницу, но Кен отказывается с ней встретиться. Доктор Брок пытается пробиться через «психологическую стену» Кена. Ему удается убедить ветерана начать программу физических упражнений, с помощью которых Кен научится управлять инвалидной коляской и водить специально оборудованный автомобиль. Эллен проявляет настойчивость. Вскоре Кен решает жениться на ней. Но, несмотря на принятое решение, ветерана все еще пожирают сомнения, гнев и жалость к самому себе…;Марлон Брандо,Тереза Райт,Эверет Слоун,Джек Уэбб,Ричард Эрдман,Артур Джурадо,Вирджиния Фармер,Дороти Три,Ховард Ст. Джон,Нита Хантер
54;Акт насилия;1948;7.045;Фред Циннеман;1290000;Ветеран войны Фрэнк Энли живет в небольшом городке. Женат. Неожиданно его мирную жизнь нарушает появление в городе Джо Парксона. У Парксона и Энли есть какая-то тайна, связанная с их пребыванием в немецком концлагере. Похоже, Парксон приехал за что-то отомстить…;Ван Хефлин,Роберт Райан,Джанет Ли,Мэри Астор,Филлис Такстер,Берри Крёгер,Тейлор Холмс,Гарри Энтрим,Конни Гилкрайст,Уилл Райт
55;Поиск;1948;7.542;Фред Циннеман;;Из большой чешской семьи в живых остались только мать и 9-летний сын, они ищут друг друга. Мальчик пока не может отличить немцев от американских солдат… Он убегает. Его шапочку находят у реки и предполагают, что бедняжка утонул. Но он живет среди развалин, пока оттуда его не выгоняет голод. Американскому солдату удается найти и спасти его.;Монтгомери Клифт,Элин МакМэон,Уенделл Кори,Ярмила Новотна,Мэри Паттон,Эварт Дж. Моррисон,Уильям Роджерс,Иван Джендл,Леопольд Борковски,Клод Гамбье
56;Мой брат разговаривает с лошадьми;1947;;Фред Циннеман;;Малыш живет в Балтиморе. Он утверждает, что может разговаривать с лошадьми и узнавать результаты будущих скачек…;Джеки «Бутч» Дженкинс,Питер Лоуфорд,Беверли Тайлер,Эдвард Арнольд,Чарльз Рагглз,Спринг Байинтон,О. З. Уайтхед,Пол Лэнгтон,Эрнест Уитман,Ирвинг Бэйкон
57;Маленький мистер Джим;1947;;Фред Циннеман;;;Джеки «Бутч» Дженкинс,Джеймс Крэйг,Фрэнсис Гиффорд,Луана Паттен,Спринг Байинтон,Чинг Ва Ли,Лаура Ла Планте,Генри О’Нилл,Моррис Анкрум,Селия Треверс
58;Часы;1945;;Винсент Миннелли;1324000;Солдат Джо Аллен приезжает во время двухдневного увольнительного в Нью-Йорк и успевает встретить и полюбить прекрасную девушку Элис. Несмотря на то, что они провели вместе так мало времени, они решают пожениться до того, как Джо вернется в свой военный лагерь.;Джуди Гарлэнд,Роберт Уокер,Джеймс Глисон,Кинен Уинн,Маршалл Томпсон,Люсиль Глисон,Рут Брэйди,Эдди Акафф,Флоренс Аллен,Джек Аркин
59;Седьмой крест;1944;7.184;Фред Циннеман;;После побега заключенных комендант концлагеря приказал сделать семь крестов. По его плану каждый беглец должен быть пойман и распят на кресте. Но один крест так и остался незанятым. Это история Джорджа Хайслера, которому удалось совершить этот невероятный побег…;Спенсер Трэйси,Синье Хассо,Хьюм Кронин,Джессика Тэнди,Агнес Мурхед,Герберт Радли,Феликс Брессарт,Рэй Коллинз,Александр Гранах,Кэтерин Лок
60;Глаза в ночи;1942;;Фред Циннеман;;;Эдвард Арнольд,Энн Хардинг,Донна Рид,Стефен МакНалли,Кэтерин Эмери,Аллен Дженкинс,Стэнли Риджес,Реджинальд Денни,Джон Эмери,Розмари ДеКамп
61;Убийцы-белоручки;1942;;Фред Циннеман;;Один за другим погибают недавно избранные на свои должности мэр Дэниэлс и окружной прокурор Тернли, которые поклялись избавить город от преступности. Влиятельные заказчики убийств пытаются направить следствие по ложному пути. И тогда за расследование преступлений берутся судмедэксперт Гордон МакКей и его помощница Джейн Митчелл.;Ван Хефлин,Марша Хант,Ли Боуман,Сэмьюэл С. Хайндс,Клифф Кларк,Эдди Куиллан,Джон Лител,Кэти Льюис,Нелла Уолкер,Эрни Александр
62;The Lady or the Tiger?;1942;;Фред Циннеман;;;Кэри Уилсон,Уильям Бэйли,Джон Барагрей,Винс Барнетт,Барбара Бедфорд,Бесс Флауэрс,Митчелл Льюис,Уильям Таннен,Мари Уиндсор
63;A Crime Does Not Pay Subject: «Forbidden Passage»;1941;;Фред Циннеман;;;Эддисон Ричардс,Вольфганг Цильцер,Хью Бомонт,Джордж Лесси,Джордж Кливлэнд,Алек Крэйг,Вернон Даунинг,Уильям Эдмундс,Роланд Гот,Митчелл Льюис
64;A Way in the Wilderness;1940;;Фред Циннеман;;;Джон Несбитт,Шепперд Страдвик,Барбара Бедфорд,Хелен Браун,Эдвард Хирн,Уолли Мехер
30;В погоню за счастьем;1971;;Роберт Маллиган;;Молодой студент университета за убийство пешехода в дорожном происшествии и уклонение от уплаты штрафов за парковку попадает за решетку. При первой же возможности он пускается в бега вместе со своей девушкой.;Майкл Саразин,Барбара Херши,Артур Хилл,Рут Уайт,Э. Г. Маршалл,Роберт Клейн,Сэда Томпсон,Дэвид Дойл,Барнард Хьюз,Питер Уайт
31;Тора! Тора! Тора!;1970;7.471;Ричард Флайшер;25000000;Драма, посвященная событиям 7-го декабря 1941 года, когда японская армия нанесла сокрушительный удар по военно-морской базе США — Перл Харбор.;Мартин Болсам,Со Ямамура,Джейсон Робардс,Джордж Макреди,Джеймс Уитмор,Джозеф Коттен,Э. Г. Маршалл,Уэсли Эдди,Тацуя Михаси,Такахиро Тамура
32;Ремагенский мост;1969;7.006;Джон Гиллермин;;В основе сюжета — взятие моста через Рейн в районе Ремагена во время второй мировой войны. Здесь столкнулись в жестоких, отчаянных боях силы немцев и американцев. Но фоне боевых действий прослеживается сочно выписанный образ крутого командира взвода американцев. По приказу командования он ведет своих ребят на опаснейшие задания…;Джордж Сигал,Роберт Вон,Бен Газзара,Брэдфорд Диллман,Э. Г. Маршалл,Петер ван Эйк,Ганс Кристиан Блех,Хайнц Райнке,Йоахим Хансен,Соня Циманн
33;Безжалостный город;1961;;Готфрид Рейнхарт;;Девочка — подросток изнасилована четырьмя американскими солдатами в жаркий летний день в небольшом немецком городе. Ее отец хочет, чтобы преступники были казнены. Адвокат солдат знает, что он должен в суде представить девочку не вполне невинным созданием, чтобы освободить своих клиентов от смертного приговора.;Кирк Дуглас,Барбара Руттинг,Кристина Кауфманн,Э. Г. Маршалл,Ханс Нильсен,Ингрид ван Берген,Роберт Блейк,Ричард Джэкел,Фрэнк Саттон,Карин Хардт
34;Путешествие;1959;7.022;Анатоль Литвак;2290000;Будапешт 1956 год. Группа выходцев из западных стран пытается покинуть город, где стоят советские войска. Аэропорт закрыт, и они вынуждены добираться до границы на автобусе. А на границе их задерживает советский майор. Вояка тянет и не желает отпускать пассажиров, особенно беженку Диану.;Дебора Керр,Юл Бриннер,Джейсон Робардс,Роберт Морли,Э. Г. Маршалл,Энн Джексон,Рон Ховард,Флип Марк,Курт Казнар,Дэвид Кософф
35;Мальчишник;1957;;Делберт Манн;;;Дон Мюррэй,Э. Г. Маршалл,Джек Уорден,Филип Эбботт,Ларри Блайден,Патриция Смит,Кэролин Джонс,Нэнси Марчанд,Барбара Амес,Норма Арден Кэмпбелл
36;Гора;1956;7.111;Эдвард Дмитрик;2119000;Старый проводник Захари живет в горах вместе со своим младшим братом Крисом. Мать Криса умерла при родах, и Захари был вынужден в одиночку вырастить брата, который не испытывает ни малейшей благодарности к брату и думает только о том, как бы разбогатеть и уехать. В горах происходит авиакатастрофа, но добраться до места аварии спасателям не удаётся. Крис уговаривает опытного проводника Захари вдвоём добраться до места катастрофы, чтобы завладеть находящимися там ценностями…;Спенсер Трэйси,Роберт Вагнер,Клер Тревор,Уильям Демарест,Барбара Дарроу,Ричард Арлен,Э. Г. Маршалл,Анна Кашфи,Ричард Гаррик,Гарри Таунс
37;Алый час;1956;;Майкл Кёртиц;;;Кэрол Омарт,Том Трайон,Джоди Лоуренс,Джеймс Грегори,Элейн Стритч,Э. Г. Маршалл,Эд Биннс,Скотт Марлоу,Билли Грэй,Жак Обюшон
38;The Bamboo Prison;1954;;Льюис Сейлер;;;Роберт Френсис,Дайян Фостер,Брайан Кит,Джером Куртлэнд,Э. Г. Маршалл,Эрл Химэн,Джек Келли,Ричард Лу,Кей Люк,Мюррэй Мэтисон
64;Lunchtime;2010;;Кео Вулфорд;;;Christopher Perez,Джеймс Вонг
39;Лёгкая добыча;1954;6.406;Ричард Куайн;400000;Из банка было украдено 210 000 долларов. Вскоре подруга одного из грабителей Лора Маклейн встречает Пола Шеридана. У них начинается бурный роман. Когда Лора узнает, что Пол — полицейский, то чтобы спасти себя, она пытается его подкупить. Пол становится легкой добычей. Но Полу не так легко получить деньги, ведь он является объектом слежки. Он погрязает в этом деле гораздо глубже, чем планировал.;Фред МакМюррэй,Филип Кэри,Ким Новак,Дороти Мэлоун,Э. Г. Маршалл,Аллен Нурс,Джеймс Андерсон,Джо Бэйли,Алекс Болл,Тони Баррет
65;Across the Mile;2012;;Михаэль Томас;;;Марвин Фред Колорадо,Михаэль Томас,Мишель Рифф,Manuel Girisch,Oliver de la Varre,Патрик Монте,Renate Woltron,Manuel Dragan,Себастьян Бруммер
40;Сломанное копье;1954;6.666;Эдвард Дмитрик;2000000;Отсидев три года в Аризонской тюрьме, ковбой Джо Деверо выходит на свободу. Он встречается своих трех сводных братьев — Бена, Майка и Денни, которые забросили сельскую жизнь, переехали в город и за время его отсутствия давно поделили семейные земли между собой. В кабинете губернатора городка братья пытаются уговорить Джо, чтобы он покинул штат, они даже готовы заплатить за то, чтобы он покинул пределы штата. Герой не торопится с ответом и, проигнорировав просьбу, решает разыскать свою мать индианку ушедшую жить в свое племя и разобраться самостоятельно, что же произошло в его отсутствие, и почему умер отец Мэтт Деверо. Приехав в родной, заброшенный среди степи дом Джо вспоминает события, приведшие его в тюрьму. Перед зрителем развернется история некогда благополучной семьи возглавляемой властным фермером, правящим своими четырьмя сыновьями и обширной империей по собственным безжалостным законам…;Спенсер Трэйси,Роберт Вагнер,Джин Питерс,Ричард Уидмарк,Кати Хурадо,Хью О’Брайан,Эдуард Франц,Эрл Холлиман,Э. Г. Маршалл,Карл Бентон Рейд
41;Дипкурьер;1952;6.263;Генри Хэтэуэй;;Курьер оказывается участником шпионажа после того, как советские агенты убивают его друга.;Тайрон Пауэр,Патриша Нил,Стефен МакНалли,Хильдегард Кнеф,Карл Молден,Джеймс Милликэн,Стефан Шнабель,Херберт Бергхоф,Артур Блейк,Хелен Стэнли
42;Untamed Fury;1947;;Юинг Скотт;;;Стив Пендлтон,Микель Конрад,Ли Уайппер,Мэри Конвелл,Алтея Мерфи,Джек Рутерфорд,Чарльз Кин,Родман Брюс,Пол Сэвадж,Э. Г. Маршалл
43;Дом на 92-ой улице;1945;5.0;Генри Хэтэуэй;;Билл Дитрих становится двойным агентом для ФБР в нацистской агентурной сети.;Уильям Эйт,Ллойд Нолан,Синье Хассо,Джин Локхарт,Лео Г. Кэррол,Лидия Ст. Клэр,Уильям Пост мл.,Гарри Беллэвер,Бруно Уик,Харро Меллер
44;Двухминутное предупреждение;1976;;Ларри Пирс;6700000;Утром во время утренней пробежки точным выстрелом в сердце убит профессор ботаники — отец двух детей. Счет — 1:0 в пользу снайпера. И это лишь разминка перед началом смертельной игры, в которую хладнокровный маньяк предлагает сыграть 90 тысячам зрителей, собравшимся в калифорнийском Колизее на финал футбольного матча «Лос-Анджелес» против «Балтимора». Среди болельщиков — два губернатора, семь сенаторов, два астронавта, мэр города и собирается пожаловать сам Президент страны. А на самой высокой башне стадиона притаился безжалостный стрелок с винтовкой с оптическим прицелом.;Чарлтон Хестон,Джон Кассаветис,Мартин Болсам,Бо Бриджес,Мэрлин Хэссет,Дэвид Джэнссен,Джек Клагмен,Джина Роулендс,Уолтер Пиджон,Брок Питерс
45;Прощай, Колумбус;1969;;Ларри Пирс;;В фильме рассказывается о различных жизненных проблемах второго и третьего поколения ассимилировавшихся американских евреев. Она — типичная еврейско-американская принцесса, её родители, сами добившиеся благосостояния тяжелым трудом, ни в чем ей не отказывают, поскольку она их никогда не разочаровывала. Он — более самостоятельный и независимый от своих родителей и вовсе не уверенный в том, что хочет чего-то добиваться.;Ричард Бенджамин,Эли МакГроу,Джек Клагмен,Нэн Мартин,Майкл Мейерс,Лори Шелл,Монро Арнольд,Кэй Каммингс,Сильви Штраус,Ройс Уоллес
46;Славься, мафия!;1965;;Рауль Леви;;Двое наёмных убийц отправляются из Нью-Йорка во Францию, чтобы найти и ликвидировать бывшего мафиози, который может выступить важным свидетелем в суде.;Генри Сильва,Джек Клагмен,Мишлин Прель,Эльза Мартинелли,Эдди Константин,Микаэль Лонсдаль,Рики Купер,Tener Eckelberry,Карл Штюдер,Дональд О’Брайэн
47;Жёлтая канарейка;1963;;Базз Кьюлик;;;Пэт Бун,Барбара Иден,Стив Форрест,Джек Клагмен,Джесси Уайт,Стив Харрис,Милтон Зельцер,Джефф Кори,Джо Хелтон,Вики Рааф
48;Первый акт;1963;;Дор Шэри;;;Джордж Хэмилтон,Джейсон Робардс,Джек Клагмен,Сэм Ливин,Рут Форд,Илай Уоллак,Джозеф Леон,Джордж Сигал,Мартин Вульфсон,Сэм Грум
49;Я могла бы продолжать петь;1963;;Роналд Ним;;Успешная певица Дженни Боуман, пользуясь случаем, решает навестить Дэвида Донна, чтобы увидеть своего сына Мэтта. Оказывается, что Дэвид уехал в Рим, и она проводит несколько дней вдвоем с сыном, пытаясь восстановить семейные отношения. Вскоре Дэвид возвращается…;Джуди Гарлэнд,Дирк Богард,Джек Клагмен,Элин МакМэон,Грегори Филлипс,Расселл Уотерс,Полин Джеймисон,Джереми Бёрнэм,Эрик Вудберн,Роберт Ритти
