53;Чайка;1968;6.894;Сидни Люмет;;Русская провинция становится местом, где разворачиваются драмы нескольких человек. Стареющая актриса Аркадина приезжает с любовником, писателем Тригориным, в поместье своего больного брата Сорина. В Тригорина влюбляется юная Нина Заречная, уже давно и безответно любимая Константином Треплевым, сыном Аркадиной, который ставит финальную точку в этой трагедии…;Джеймс Мейсон,Ванесса Редгрейв,Симона Синьоре,Дэвид Уорнер,Гарри Эндрюс,Денхолм Эллиот,Эйлин Херли,Альфред Линч,Рональд Радд,Кэтлин Уиддоуз
54;Прощай, Брейверман;1968;;Сидни Люмет;;;Джордж Сигал,Джек Уорден,Джессика Уолтер,Годфри Кэмбридж,Филлис Ньюман,Джозеф Уайзмен,Соррел Бук,Зора Ламперт,Алан Кинг,Сьюзэн Уайлер
55;Дело самоубийцы;1967;6.768;Сидни Люмет;;Агент секретной службы Чарльз Доббс проводит служебное расследование по анонимному письму, в котором говорится, что сотрудник Министерства иностранных дел Сэмюэль Феннан — шпион. После доверительного разговора с начальством Доббс узнает, что Феннан покончил с собой. Руководство устраивает версия самоубийства, а вот Доббса, особенно после посещения вдовы Эльзы Феннан, — нет. С помощью друзей Менделя и Билла он начинает собственное расследование.;Джеймс Мейсон,Симона Синьоре,Максимилиан Шелл,Харриет Андерссон,Гарри Эндрюс,Кеннет Хейг,Рой Киннер,Макс Эдриан,Линн Редгрейв,Роберт Флеминг
56;Группа;1966;6.107;Сидни Люмет;;В первых сценах фильма события происходят в 1933 году. Группа молодых девушек из женской аристократической частной школы готовится к выпуску и началу взрослой жизни. Фильм охватывает промежуток времени с момента выпускного вечера и до начала войны: у девушек поразному складываются судьбы, они влюбляются, выходят замуж и ищут смысл жизни…;Кэндис Берген,Джоан Хэккет,Элизабет Хартман,Ширли Найт,Джоанна Петтет,Мэри-Робин Редд,Джессика Уолтер,Кэтлин Уиддоуз,Джеймс Бродерик,Джеймс Конгдон
57;Холм;1965;7.993;Сидни Люмет;2500000;Действие ленты разворачивается в британском дисциплинарном лагере, затерявшемся в африканской пустыне во времена Второй мировой войны.;Шон Коннери,Гарри Эндрюс,Иэн Бэннен,Альфред Линч,Осси Дэвис,Рой Киннер,Джек Уотсон,Иэн Хендри,Майкл Редгрейв,Норман Бёрд
58;Ростовщик;1964;7.554;Сидни Люмет;930000;Еврейский ростовщик, жертва нацистского преследования, перестает доверять всем своим родным и единоверцам, и слишком поздно понимает, к какой трагедии привели его действия.;Род Стайгер,Джеральдин Фицджералд,Брок Питерс,Хайме Санчес,Тельма Оливер,Маркета Кимбрелл,Баруч Люмет,Хуано Эрнандез,Линда Гейзер,Нэнси Р. Поллок
59;Вид с моста;1962;;Сидни Люмет;;Эдди Карбоун, портовый грузчик из Бруклина, несчастлив в браке с Беатрис и уже продолжительное время влюблён в свою племянницу Кэтрин, которую они с женой воспитывали с малых лет. Когда в их доме поселяются два брата-рыбака, нелегальные иммигранты Марко и Родольфо, Кэтрин влюбляется в последнего. Мучающийся ревностью и не допускающий даже мысли об инцесте Эдди сдаёт братьев властям.;Раф Валлоне,Жан Сорель,Морин Стейплтон,Раймон Пеллегрен,Моррис Карновский,Андреа Аурели,Кэрол Лоуренс,Харви Лембек,Микки Нокс,Винсент Гардения
60;Такая женщина;1959;7.146;Сидни Люмет;;Действие происходит в 1944, Кей и Джейн в сопровождении Гарри едут на ночном поезде из Майами в Нью-Йорк. Кей — девушка богатого промышленника, а Рэд — молодой парашютист в отпуске, который находит ее в вагоне-ресторане, в то время как его друг Келли заигрывает с Джейн. Кей предполагает, что она не никогда больше не встретит Рэда, в то время как Джейн дает Келли их Нью-йоркский адрес…;Софи Лорен,Тэб Хантер,Джек Уорден,Барбара Николс,Кинен Уинн,Джордж Сэндерс,Беатрис Артур,Аттилио Барбато,Стефан Больстер,Рэймонд Брэмли
61;Wiz on Down the Road;1978;7.516;Эллиот Гейсингер;;Дороти переносится из города своего детства в мистическую страну Оз.;Роб Коэн,Сидни Люмет,Майкл Джексон,Куинси Джонс,Дайана Росс,Тед Росс,Нипси Расселл,Марвин Миллер
62;Треть нации;1939;;Дадли Мерфи;;;Сильвия Сидни,Лейф Эриксон,Майрон МакКормик,Хирам Шерман,Сидни Люмет,Мюриэль Хатчинсон,Перси Уорам,Отто Хулетт,Хорас Синклер,Ирис Адриан
63;Золотая молодежь;2003;6.938;Стивен Фрай;;Писатель Адам Саймс с трудом сводит концы с концами в своей жизни, попавшей на период между двумя мировыми войнами. Ему отчаянно необходимо поправить своё финансовое положение — и не только для того, чтобы сохранить крышу над головой, но и чтобы иметь возможность посвататься к своей возлюбленной Нине Блаунт. В своих проблемах влюблённая пара находит поддержку у друзей, Майлса, Агаты и Арчи, вместе известных как «Золотая молодёжь».;Эмили Мортимер,Стивен Кэмпбелл Мур,Фенелла Вулгар,Майкл Шин,Дэн Эйкройд,Дэвид Теннант,Джеймс МакЭвой,Джим Бродбент,Джулия МакКензи,Питер О’Тул
64;Последний занавес;2002;5.951;Патрик Харкинс;;Вам предстоит перекопать тонны грязного белья и узнать, как на самом деле делаются ваши любимые телешоу! В этой комедии может случиться все что угодно, и когда будет опущен занавес… останется лишь один победитель. Но что бы ни произошло, шоу, как известно, должно продолжаться…;Питер О’Тул,Эйдан Гиллен,Адриан Лестер,Джулия Савалия,Патрик Мэлахайд,Ральф Браун,Сэлли Декстер,Иэн МакНис,Чарльз Саймон,Марк Уильямс
65;Полный беспредел;2002;7.543;Сидни Дж. Фьюри;12000000;Для лорда и леди Фоксли наступили нелегкие времена: они увязли в долгах, и теперь им придется сдать свой особняк внаем, став в нем покорными слугами. Эти чопорные англичане достойно вынесут любые испытания, но они еще не знают, что им придется принять в своих покоях самую крутую американскую рок-группу «Полный беспредел». Эти юнцы не едят овсянку и не уважают старших, от их музыки трясутся стены и болит голова! Какие еще сюрпризы ждут самых гордых аристократов Британии с замашками королей?;Питер О’Тул,Джоан Плаурайт,Алисия Сильверстоун,Джеймс Вулветт,Керам Малики-Санчес,Кристофер Болтон,Локлин Манро,Мартин Клунес,Эми Филлипс,Алекс Харзи
66;Молокаи. История отца Дэмиена;1999;7.425;Пол Кокс;;Конец XIX в. На Гавайях свирепствует эпидемия проказы — неизлечимой болезни, одно название которой вызывает у людей панический ужас.  Правительство прибегает к радикальному способу решения проблемы: всех больных сажают на корабль и отвозят на уединенный островок в океане. Здесь, окруженные неприступными скалами и водой, лишенные элементарной медицинской помощи, предоставленные своей судьбе, несчастные познали в полной мере глубину отчаяния и морального падения. Кажется, на всем свете до них есть дело только одному человеку. Бельгийский миссионер отец Демиен добровольно приезжает в Молокайскую колонию прокаженных. Очень скоро его миссия выходит из узких рамок служителя культа.;Keanu Kapuni-Szasz,Дэвид Уэнэм,Jan Kleinejan,Майкл В. Перри,Аден Янг,Сэм Нил,William Lebus,Дерек Джекоби,Лео МакКерн,Кертис Краббе
67;Поместье;1999;;Кен Беррис;;;Грета Скакки,Габриель Анвар,Питер О’Тул,Мартин Дейдар,Лора Харрис,Фэй Мастерсон,Эди МакКлёрг,Марк Хантли,Николас Болл,Джессика Хэтэуэй
68;Фантомы;1998;5.851;Джо Чаппелль;;Некая страшная сила, дремлющая в недрах земли, однажды пробуждается ото сна. Это зловещее Нечто, способное уничтожить целые цивилизации, выбирает себе первую жертву — маленький миролюбивый городок Сноуфилд в штате Колорадо. В одночасье сотни его жителей умирают ужасной смертью, а горстка оставшихся в живых людей вступает в отчаянную схватку со злом.;Питер О’Тул,Роуз МакГоун,Джоэнна Гоуинг,Лив Шрайбер,Бен Аффлек,Никки Кэтт,Клифтон Пауэлл,Рик Отто,Валери Чоу,Адам Нельсон
69;Дочери Ребекки;1992;;Карл Френсис;;Уэльс 1843 год. Молодой аристократ Энтони Рейн возвращается домой из Индии, и обнаруживает, что за время его отсутствия многое изменилось. Старые знакомые делают вид, что не узнают его, невеста, в ответ на предложение руки и сердца, отвечает, что после столь долгой разлуки ей стоит заново с ним познакомиться. Все попытки исправить ситуацию натыкаются на стену непонимания и лишь все портят. Тогда Энтони идет на нестандартные решения…;Питер О’Тул,Пол Рис,Джоэли Ричардсон,Дэфидд Хайвел,Сью Родерик,Саймон Дорманди,Клайв Меррисон,Кит Аллен,Донна Эдвардс,Роберт Блайт
70;Изабель Эберхардт;1991;;Йен Прингл;7000000;Реальная история жизни Изабель Эберхард, дочери русской аристократки и анархиста. После смерти родителей Изабель осталась ни с чем и решила кардинально изменить свою жизнь. Побывав однажды в Алжире, она решила снова отправилась на Восток. Изабель выступала против французских властей и их распущенности в Алжире, поддерживала восстание арабов против французов. Писала рассказы и статьи, была военным корреспондентом. Тяжелая жизнь в пустыне взяла свое, она сильно подорвала свое здоровье, но погибла она в результате несчастного случая в 1904 году в возрасте 27 лет во время внезапного наводнения.;Матильда Мэй,Чеки Карио,Питер О’Тул,Ричард Мойр,Артур Дигнам,Бен Смаил,Фуед Насса,Вольф Харниш,René Schönenberger,Дэвид Пледжер
71;Король Ральф;1991;6.67;Дэвид С. Уорд;;К ужасу всей Великобритании, выясняется, что единственный наследник опустевшего престола — жирный любитель гамбургеров из Америки по фамилии Ральф, который совершенно не представляет, что это такое — быть настоящим королем.;Джон Гудман,Питер О’Тул,Джон Хёрт,Камилла Кодури,Ричард Гриффитс,Лесли Филлипс,Джеймс Виллерс,Джоэли Ричардсон,Ниал О’Брайэн,Джулиан Гловер
72;Крылья славы;1990;7.398;Отакар Воточек;;Из-за желания получить славу и отомстить Брайен убивает Сезара из револьвера, но тут же сам погибает. И вот они вместе предстают перед той самой рекой Стикс, а мрачный Харон перевозит их на своем судне в царство умерших…;Питер О’Тул,Колин Фёрт,Мари Трентиньян,Андреа Ферреоль,Роберт Стивенс,Эллен Умлауф,Мария Беккер,Уолтер Готелл,Готфрид Йон,Мишель Ромейн
73;Мой лучший год;1982;6.712;Ричард Бенджамин;;Бенджи Стоун молодой писатель комедийного шоу. Беднягу назначают сопровождать гостя недели — Алана Суонна, угасшего актёра, знаменитого любителя женщин и пьяницу. Обязанностью Бенджи является не давать Суонну напиваться и делать всякие глупости.;Питер О’Тул,Марк Линн-Бэйкер,Джессика Харпер,Джозеф Болонья,Билл Мэйси,Лэйни Казан,Энн Де Сальво,Бэзил Хоффман,Лу Джекоби,Адольф Грин
74;Калигула;1979;5.989;Тинто Брасс;17500000;Рим, 1 век нашей эры. Правителем могущественной империи становится Гай Юлий Цезарь Август Германик, известный под прозвищем Калигула. Его имя станет нарицательным не из-за реформ и свершений, а благодаря расправам, порочным развлечениям и безнравственным связям. Недолгое правление Калигулы станет одной из самых кровавых страниц в истории Римской империи.;Малкольм МакДауэлл,Тереза Энн Савой,Гуидо Маннари,Джон Гилгуд,Питер О’Тул,Джанкарло Бадесси,Бруно Бриве,Адриана Асти,Леопольдо Триесте,Паоло Боначелли
75;Рассвет зулусов;1979;6.842;Дуглас Хикокс;;1879г., доблестные британские войска под предводительством лорда Челмсфорда продвигаются по Южной Африке, чтобы «раз и навсегда уладить зулусский вопрос». Король зулусов Кечвайо считает англичан своими союзниками, их вторжение на земли зулусов — полная неожиданность для африканцев. И тогда зулусы нападают на крупное британское соединение в 1500 человек и разбивают его, кровопролитное сражение стоило жизни почти всем английским солдатам.;Берт Ланкастер,Питер О’Тул,Саймон Уорд,Найджел Девенпорт,Майкл Джэйстон,Питер Вон,Джеймс Фолкнер,Денхолм Эллиот,Джон Миллз,Кристофер Кейзнов
76;Мощная игра;1978;;Мартин Бёрк;;;Питер О’Тул,Дэвид Хеммингс,Дональд Плезенс,Бэрри Морс,Джон Граник,Марселла Сэйнт-Амант,Джордж Тулиатос,Чак Шамата,Гэри Райнеке,Харви Аиткен
77;Фокстрот;1976;;Артуро Рипстейн;;Начало Второй мировой войны. Румынский граф Ливиу и его жена Джулия решают перебраться на необитаемый тропический остров. Здесь они надеются укрыться от войны и своего прошлого. Супруги привозят с собой все мыслимые виды провизии и своих слуг и поселяются в роскошном особняке. Вскоре прибывает компания незваных гостей. Они уничтожают предметы снабжения и в ходе бешеной стрельбы убивают всех животных на острове. Уходя, они забирают с собой большинство слуг. На острове остаются только Ливиу, его жена, их друг Ларсон и один слуга Эйсебио.  Ожидаемые запасы провизии не поступают, компания не имеет возможности общаться с внешним миром, между одной женщиной и тремя мужчинами на острове вспыхивает страсть. По мере того, как запасы пищи заканчиваются, между героями нарастают недоверие, жадность и ревность.;Питер О’Тул,Шарлотта Рэмплинг,Макс фон Сюдов,Хорхе Луке,Елена Рохо,Клаудио Брук,Макс Керлоу,Криста Уолтер,Марио Кастильон Брашо,Энн Портефилд
78;Человек по имени Пятница;1975;;Джек Голд;;;Питер О’Тул,Ричард Раундтри,Питер Селлиер,Кристофер Сабот,Джоэль Флюллен,Сэм Сибрук,Стэнли Клэй
79;Бутон розы;1975;6.216;Отто Преминджер;;Группа палестинских террористов захватывает яхту «Розовый бутон» и находившихся на ней пятерых дочерей миллионеров и требуют показать по телевидению пленку со своими требованиями. Секретный агент Мартин берётся выследить террористов…;Питер О’Тул,Ричард Аттенборо,Клифф Гормен,Клод Дофен,Джон В. Линдсэй,Питер Лоуфорд,Раф Валлоне,Эдриенн Корри,Амиду,Йосси Шиллоах
80;Правящий класс;1972;7.634;Питер Медак;;Удивительно глупым образом умирает член Палаты Лордов, оставив всё имущество своему сыну. К несчастью, его сын невменяем, так как считает, что он Иисус Христос. Другие, более адекватные, члены их семьи сговариваются завладеть его наследством, что приводит к изувечиванию и убийству.;Хью Оуэнс,Гарри Эндрюс,Артур Лоу,Уильям Мервин,Корэл Браун,Джеймс Виллерс,Аластер Сим,Хью Бёрден,Питер О’Тул,Майкл Брайант
81;Человек из Ла Манчи;1972;7.305;Артур Хиллер;12000000;XVI век. Поэт, писатель и актёр Мигель де Сервантес брошен за долги в тюрьму, где он рассказывает другим заключённым историю дворянина Алонсо Кехано, который назвал себя странствующим рыцарем Дон Кихотом и пустившийся в дорогу навстречу опасностям ради благосклонности Прекрасной Дамы.;Питер О’Тул,Софи Лорен,Джеймс Коко,Гарри Эндрюс,Джон Касл,Брайан Блессид,Иэн Ричардсон,Джули Грегг,Розали Кратчли,Джино Конфорти
82;Под сенью млечного леса;1972;6.267;Эндрю Синклер;;Экранизация произведений знаменитого английского поэта Дилана Томаса. История о жизни приморской деревушки в Уэллсе и ее жителей, показанная с яркой наблюдательностью и бойким английским юмором.;Ричард Бёртон,Элизабет Тейлор,Питер О’Тул,Глинис Джонс,Вивьен Мерчант,Шан Филлипс,Виктор Спинетти,Райан Дейвис,Ангхарад Рис,Рэй Смит
83;Война Мерфи;1970;7.145;Питер Йетс;;Хорошо поставленный, захватывающий боевик о войне, в котором наряду с батальными сценами дается психологический портрет английского моряка, который один остался в живых после того, как его судно оказалось потоплено немцами. Опираясь на помощь местного населения, после восстановления здоровья, он, одержимый местью, решает один напасть на немецкую армию, несмотря на то, что война уже закончилась…;Питер О’Тул,Шан Филлипс,Филипп Нуаре,Хорст Янсон,Джон Хэллам,Инго Могендорф,Гарри Филдер,Джордж Рубисек
84;Братская любовь;1970;6.551;Дж. Ли Томпсон;;История состоятельного американца, склонного к излишнему употреблению алкоголя, и его сестры. Их отношения выходят за привычные рамки…;Питер О’Тул,Сюзанна Йорк,Майкл Крэйг,Гарри Эндрюс,Сирил Кьюсак,Джуди Корнуэлл,Брайан Блессид,Роберт Эркарт,Mark Malicz,Джин Андерсон
85;Прощайте, мистер Чипс;1969;;Херберт Росс;9000000;История тихого учителя мистера Чиппинга, несколько десятилетий проработавшего в провинциальной английской школе для мальчиков. Действие картины охватывает период с начала двадцатых до середины шестидесятых годов 20 века, но вне зависимости от смены моды и общественных настроений, добродушный и восхитительно неуклюжий главный герой остается олицетворением старой доброй Англии.;Питер О’Тул,Петула Кларк,Майкл Редгрейв,Джордж Бейкер,Шан Филлипс,Майкл Брайант,Джек Хедли,Элисон Леггатт,Дженни Ранэйкр,Clinton Greyn
86;Екатерина Великая;1968;;Гордон Флеминг;;Она любила власть и мужчин. Ее муж Петр III — военную форму и оловянных солдатиков. Они не сошлись характерами — ей пришлось убить его и захватить престол. Екатерина Великая навсегда изменила Россию. А также вывела идеальную формулу совмещения личной жизни, работы и карьеры.;Питер О’Тул,Зеро Мостел,Жанна Моро,Джек Хоукинс,Аким Тамирофф,Мари Лор,Мари Кин,Кеннет Гриффит,Анджела Скулар,Мерри Кэрролл
87;Ночь генералов;1966;7.301;Анатоль Литвак;;В оккупированной нацистами Варшаве в 1942 году убивают проститутку. В ходе расследования убийства подозреваемыми становятся три известных генерала вермахта. Дело спускают на тормозах, а обвиняемых спешно переводят в Париж. Однако вскоре и здесь обнаруживают труп девушки легкого поведения. Майора Грау, взявшегося за это таинственное дело, вынуждают прекратить дальнейшее расследование. Проходит 20 лет, и уже в Гамбурге, при схожих обстоятельствах, убивают еще одну женщину…;Питер О’Тул,Омар Шариф,Том Кортни,Дональд Плезенс,Джоанна Петтет,Филипп Нуаре,Чарльз Грей,Корэл Браун,Джон Грегсон,Найджел Сток
88;Как украсть миллион;1966;8.215;Уильям Уайлер;6000000;Действие происходит в Париже. Молодая девушка, дочь миллионера, втайне промышляющего подделкой произведений искусства, и преступник, должны выкрасть с выставки изобразительного искусства в музее один из «шедевров» отца девушки, чтобы спасти его от разоблачения.;Одри Хепберн,Питер О’Тул,Илай Уоллак,Хью Гриффит,Шарль Буайе,Фернан Гравей,Марсель Далио,Жак Марен,Мусташ,Роже Тревиль
89;Кулик;1965;7.094;Винсент Миннелли;5300000;Лаура Рейнолдс — художница, придерживается современных взглядов, ведет богемный образ жизни и самостоятельно воспитывает сына Дэнни. Однако Департамент охраны детства настаивает на том, чтобы Лаура прекратила свои педагогические эксперименты и отдала сына под опеку государства. Молодая мать поступает по-своему. Вместо того чтобы отдать Дэнни в общественную школу, она устраивает сына в частную академию, которой управляет доктор Эдвард Хьюитт. Вначале доктор потрясен взглядами Лауры на жизнь, свободную любовь и моральный кодекс, но проходит время и чем больше он узнает ее, тем сильнее разгорается в нем чувство любви к этой необыкновенной женщине. Всепоглощающая страсть к Лауре превращает благопристойного семьянина и отца двух детей в безумного любовника, для которого вся прошлая жизнь забыта и зачеркнута.;Элизабет Тейлор,Ричард Бёртон,Ева Мари Сэйнт,Чарльз Бронсон,Роберт Уэббер,Джеймс Эдвардс,Торин Тэтчер,Том Дрэйк,Дуглас Хендерсон,Морган Мэйсон
90;Что нового, кошечка?;1965;6.85;Клайв Доннер;;Патологический бабник Майкл всеми силами пытается сохранить верность своей девушке, но у него ничего не получается. От отчаяния он начинает ходить к психоаналитику. Но доктору самому нужна срочная психиатрическая помощь, как, впрочем, всем героям этой безумной комедии, снятой по первой пьесе Вуди Аллена.;Питер Селлерс,Питер О’Тул,Роми Шнайдер,Капюсин,Пола Прентисс,Вуди Аллен,Урсула Андресс,Эддра Гэйл,Катрин Шааке,Элеонор Ир
91;Лорд Джим;1965;6.616;Ричард Брукс;;Офицер торгового флота Джим Берк в сильный шторм покидает корабль, не позаботившись о пассажирах. Их спасает французское судно. Джим оставляет службу, понимая, что опозорил мундир офицера. Мучаясь от угрызений совести, он ищет случая искупить свою вину. Судьба приводит его в Азию. Здесь он возглавляет борьбу туземцев против местного феодала и становится их героем.;Питер О’Тул,Джеймс Мейсон,Курд Юргенс,Илай Уоллак,Джек Хоукинс,Пол Лукас,Далия Лави,Аким Тамирофф,Дзюдзо Итами,Тацуо Сайто
92;День, когда ограбили английский банк;1960;6.822;Джон Гиллермин;;Трое ирландских революционеров собираются украсть всё золото из подвалов банка Англии. Норгат, их главарь, находит слабое место в защите банка: забытую канализационную трубу прямо под подвалом.;Альдо Рэй,Элизабет Селларс,Питер О’Тул,Кирон Мур,Альберт Шарп,Джозеф Томелти,Вульф Фрис,Джон Ле Мезюрье,Майлз Маллесон,Колин Гордон
93;Похищенный;1960;7.199;Роберт Стивенсон;;Молодой человек Дэвид Балфур отправляется с письмом в поместье к своему дяде, младшему брату умершего отца. Юноша должен вступить во владение наследством. Но жестокий и коварный дядя вовсе не спешит расставаться со своими владениями. Он придумывает хитрый план. Племянника похищают пираты, чтобы потом продать на аукционе рабов в Южной Каролине. Но судьба благосклонна к Дэвиду. Она посылает ему спасение в лице лучшего воина Шотландии благородный рыцаря Элана Стюарта, попавшего на тот же корабль.;Питер Финч,Джеймс Макартур,Бернард Ли,Джон Лори,Ниалл МакГиннис,Финлэй Карри,Майлз Маллесон,Дункан МакРэй,Эндрю Крикшэнк,Питер О’Тул
94;Невинные дикари;1960;6.79;Николас Рэй;;Фильм о безнадежной попытке сохранить еще не тронутую цивилизацией жизнь.;Энтони Куинн,Йоко Тани,Карло Джустини,Питер О’Тул,Мари Янг,Марко Гульельми,Кайда Хориути,Ли Монтегю,Энди Хо,Ивонн Сима
95;Ориунди;2000;;Рикардо Браво;;;Энтони Куинн,Паоло Бетти,Летисия Спиллер,Тьяго Реал,Габриела Дуарте,Паулу Аутран,Лоренцо Куинн,Карло Бриани,Марли Буено,Мэриам Браво
96;Крестный отец итальянского квартала;1996;;Уго Фабрицио Джордани;;Дон Антонио Барранко — мэр городка к востоку от Чикаго. По сути — он «Крестный отец», к которому обращаются за помощью не только законопослушные граждане, но и заправилы криминального мира. Решать Дон должен по справедливости, зачастую жертвуя своими кровными интересами…;Энтони Куинн,Анна Бонаюто,Лино Троизи,Джероламо Алькьери,Гаэтано Амато,Рауль Бова,Tony Campanozzi,Франко Читти,Мария Грация Кучинотта,Ромина Монделло
97;Семь слуг;1996;;Стефан Йонас;;;Энтони Куинн,Дэвид Уорнер,Соня Кирхбергер,Александра Стюарт,Джон Войда,Кен Ард,Джонатан Стэйси Ким,Reza Davoudi,Одра МакДональд,Джо Юнг
98;Звезда для двоих;1991;;Джим Кауфман;;Фильм рассказывает об истории любви двух одиноких уже немолодых людей.;Лорен Бэколл,Энтони Куинн,Жан-Пьер Омон,Sarah Alafandari,Карина Бароне,Véronique Baylaucq,Мартина де Бретейль,Морис Гаррель,Пьер Жеральд,Морис Жакмон
99;Поймет лишь одинокий;1991;6.855;Крис Коламбус;;Чикагскому полицейскому Дэнни Мулдуну минуло уже 38 лет, а он продолжает оставаться неженатым. Старый холостяк живет со своей мамой Розой и трогательно о ней заботится. Но однажды в местном Ирландском баре он знакомится с хорошенькой Терезой Луной. Дэнни влюбляется в девушку с первого взгляда. И она отвечает взаимностью. Только капризная мать Дэнни омрачает счастливые дни, выражая явное неудовольствие: её совсем не устраивает перспектива стать свекровью…;Джон Кэнди,Морин О’Хара,Элли Шиди,Кевин Данн,Майло О’Ши,Берт Ремсен,Энтони Куинн,Джеймс Белуши,Джо Греко,Марвин Дж. МакИнтайр
100;Месть;1989;7.289;Тони Скотт;;Джей Кокрэн, летчик ВВС США, уволившись из армии, принимает приглашение старого приятеля Тибурона Мендеса, мексиканского латифундиста, политика и, вероятно, крупного мафиози. Приехав в гости в Мексику, где, впрочем, Кокрэн приобрел небольшую хижину в уединенном горном уголке, и встретив молодую и красивую Мирию, жену Мендеса, он, забыв об опасности, отдается вспыхнувшему страстному чувству.;Кевин Костнер,Мэделин Стоу,Энтони Куинн,Хоакин Мартинес,Мигель Феррер,Томас Милиан,Джеймс Гэммон,Джон Легуизамо,Джесси Корти,Сэлли Кёркленд
101;Страдивари;1988;7.073;Джакомо Баттиато;;Северная Италия XVII века — значимый фон этой беллетризованной биографии, сделанной по всем правилам жанра. Антонио Страдивари, с детства заболевший скрипкой, лучший ученик Николо Амати, гордость Кремоны, прожил на удивление благополучную жизнь. Даже после смерти первой жены он не мучился сверх общественных приличий и женился вторым браком, таким же счастливым, как первый. И дети умницы, и ученики не отстают, и король Испании жалует награды, не говоря уже о местной знати. До романтизма с его обязательной личностной драмой еще далеко, рационализм уже наступает, но все еще цветет эпоха пышного гедонистического барокко. Жить в довольстве и согласии с собой было тогда принято. Так же, как много позднее — копаться в собственных травмах и призывать в помощь вдохновению темные силы…;Энтони Куинн,Стефания Сандрелли,Валери Каприски,Франческо Куинн,Дэнни Куинн,Лоренцо Куинн,Фанни Бастьен,Жан-Поль Мюэль,Stefano Mosini,Леопольдо Триесте
102;Человек страсти;1989;;Хосе Антонио де ла Лома мл.;;;Энтони Куинн,Мод Эдамс,Рамон Эстевез,Виктория Вера,Рей Уолстон,Р.Дж. Уильямс,Элизабет Эшли,Шэри Шаттак,Роберт Миллер,Хосе Мария Каффарель
103;Регина;1982;;Жан-Ив Прат;;Молодой человек пригласил свою девушку, Регину, на ужин. Домой, к своим родителям. Его отец и мать весьма сдержанно воспринимают приход молодой гостьи. Особенно — мать…;Ава Гарднер,Энтони Куинн,Рэй Шарки,Анна Карина
104;Валентина;1982;;Антонио Хосе Бетанкор;;В 1939 году во французском лагере Хосе Гарсес из побеждённой испанской республиканской армии поднимает настроение своих товарищей по заключению, рассказывая историю 1911 года, когда ему было 8 лет, в маленьком городке на северо-востоке Испании. Он был «негодяй», приводя в смятение своего отца, всегда в беде, и в любви к Валентине, соседской девочке. На своей крыше по ночам он посылает семафорные сообщения к ней. Он пишет стихи.;Энтони Куинн,Хорхе Санс,Палома Гомес,Сатурно Серра,Конча Леса,Альфред Луккетти,Мариса де Леса,Эусебио Понсела,Конча Идальго,Луис Сихес
105;Лев пустыни;1980;7.219;Мустафа Аккад;35000000;Фильм рассказывает об Омаре Мухтаре, вожде бедуинов, которые героически боролись против оккупации Ливии Муссолини.;Энтони Куинн,Оливер Рид,Ирен Папас,Раф Валлоне,Род Стайгер,Джон Гилгуд,Эндрю Кир,Гастоне Москин,Стефано Патрици,Адольфо Ластретти
